,percentiles,percentile_values
0,0.05,4.084161580463384
1,0.1,6.462120052462163
2,0.16,9.051773326781584
3,0.25,12.749453304860898
4,0.3,14.749085383775203
5,0.5,22.887430886586447
6,0.75,36.78226675411109
7,0.84,45.81324989356686
8,0.9,57.466205741268936
9,0.95,78.70151916041074
